id,title,info
12155,Alice in Wonderland,alice  an unpretentious and individual 19-year-old  is betrothed to a dunce of an english nobleman. at her engagement party  she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. arriving in a strange and surreal place called underland  she finds herself in a world that resembles the nightmares she had as a child  filled with talking animals  villainous queens and knights  and frumious bandersnatches. alice realizes that she is there for a reason – to conquer the horrific jabberwocky and restore the rightful queen to her throne. timburton family fantasy adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d waltdisneypictures teamtodd timburtonproductions rothfilms zanuckcompany the miawasikowska johnnydepp annehathaway release in the year 2010 lang en mediumLength
36668,X-Men: The Last Stand,"when a cure is found to treat mutations  lines are drawn amongst the x-men and the brotherhood  a band of powerful mutants organized under xaviers former ally  magneto. brettratner adventure action sciencefiction thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger ingeniousfilmpartners twentiethcenturyfoxfilmcorporation ""donnerscompany"" duneentertainment majorstudiopartners badhatharryproductions thinkfilm marvelenterprises x3canadaproductions x3usproductions xm3service hughjackman halleberry ianmckellen release in the year 2006 lang en mediumLength"
62211,Monsters University,a look at the relationship between mike and sulley during their days at monsters university — when they werent necessarily the best of friends. danscanlon animation family monster dormitory games animation bestfriend university scary aftercreditsstinger waltdisneypictures pixaranimationstudios billycrystal johngoodman stevebuscemi release in the year 2013 lang en mediumLength
8373,Transformers: Revenge of the Fallen,sam witwicky leaves the autobots behind for a normal life. but when his mind is filled with cryptic symbols  the decepticons target him and he is dragged back into the transformers war. michaelbay sciencefiction action adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger paramountpictures dreamworksskg amblinentertainment dibonaventurapictures platinumdunes hasbrostudios revolutionsunstudios shialabeouf meganfox joshduhamel release in the year 2009 lang en mediumLength
91314,Transformers: Age of Extinction,"as humanity picks up the pieces  following the conclusion of ""transformers: dark of the moon "" autobots and decepticons have all but vanished from the face of the planet. however  a group of powerful  ingenious businessman and scientists attempt to learn from past transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient  powerful transformer menace sets earth in his cross-hairs. michaelbay sciencefiction action adventure sequel alien transformers giantrobot robot imax transformingrobot paramountpictures amblinentertainment dibonaventurapictures platinumdunes chinamoviechannel hasbrostudios ianbryceproductions revolutionsunstudios markwahlberg stanleytucci kelseygrammer release in the year 2014 lang en longMovie"
68728,Oz: The Great and Powerful,oscar diggs  a small-time circus illusionist and con-artist  is whisked from kansas to the land of oz where the inhabitants assume hes the great wizard of prophecy  there to save oz from the clutches of evil. samraimi fantasy adventure family circus witch magic hope illusion lost magictrick wizard 3d waltdisneypictures rothfilms jamesfranco milakunis rachelweisz release in the year 2013 lang en mediumLength
102382,The Amazing Spider-Man 2,for peter parker  life is busy. between taking out the bad guys as spider-man and spending time with the person he loves  gwen stacy  high school graduation cannot come quickly enough. peter has not forgotten about the promise he made to gwen’s father to protect her by staying away  but that is a promise he cannot keep. things will change for peter when a new villain  electro  emerges  an old friend  harry osborn  returns  and peter uncovers new clues about his past. marcwebb action adventure fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers columbiapictures marvelenterprises aviaradproductions matttolmachproductions andrewgarfield emmastone jamiefoxx release in the year 2014 lang en mediumLength
20526,TRON: Legacy,sam flynn  the tech-savvy and daring son of kevin flynn  investigates his fathers disappearance and is pulled into the grid. with the help of a mysterious program named quorra  sam quests to stop evil dictator clu from crossing into the real world. josephkosinski adventure action sciencefiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy waltdisneypictures liveplanet pranastudios seanbaileyproductions revolutionsunstudios kontseptfilmcompany garretthedlund jeffbridges oliviawilde release in the year 2010 lang en mediumLength
49013,Cars 2,star race car lightning mcqueen and his pal mater head overseas to compete in the world grand prix race. but the road to the championship becomes rocky as mater gets caught up in an intriguing adventure of his own: international espionage. johnlasseter bradlewis animation family adventure comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger waltdisneypictures pixaranimationstudios owenwilson larrythecableguy michaelcaine release in the year 2011 lang en mediumLength
44912,Green Lantern,for centuries  a small but powerful force of warriors called the green lantern corps has sworn to keep intergalactic order. each green lantern wears a ring that grants him superpowers. but when a new enemy called parallax threatens to destroy the balance of power in the universe  their fate and the fate of earth lie in the hands of the first human ever recruited. martincampbell adventure action thriller sciencefiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d delinepictures warnerbros. dcentertainment ryanreynolds blakelively petersarsgaard release in the year 2011 lang en mediumLength
10193,Toy Story 3,woody  buzz  and the rest of andys toys havent been played with in years. with andy about to go to college  the gang find themselves accidentally left at a nefarious day care center. the toys must band together to escape and return home to andy. leeunkrich animation family comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory waltdisneypictures pixaranimationstudios tomhanks timallen nedbeatty release in the year 2010 lang en mediumLength
534,Terminator Salvation,all grown up in post-apocalyptic 2018  john connor must lead the resistance of humans against the increasingly dominating militaristic robots. but when marcus wright appears  his existence confuses the mission as connor tries to determine whether wright has come from the future or the past -- and whether hes friend or foe. mcg action sciencefiction thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles columbiapictures thehalcyoncompany wonderlandsoundandvision warnerbros. christianbale samworthington antonyelchin release in the year 2009 lang en mediumLength
168259,Furious 7,deckard shaw seeks revenge against dominic toretto and his family for his comatose brother. jameswan action carrace speed revenge suspense car race musclecar universalpictures originalfilm fujitelevisionnetwork dentsu oneracefilms chinafilmco. québecproductionservicestaxcredit mediarightscapitalmrc abudhabifilmcommission coloradoofficeoffilm television&media vindiesel paulwalker dwaynejohnson release in the year 2015 lang en mediumLength
72190,World War Z,life for former united nations investigator gerry lane and his family seems content. suddenly  the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. after barely escaping the chaos  lane is persuaded to go on a mission to investigate this disease. what follows is a perilous trek around the world where lane must brave horrific dangers and long odds to find answers before human civilization falls. marcforster action drama horror sciencefiction thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse paramountpictures gkfilms skydanceproductions hemispheremediacapital apparatusproductions latinapictures 2dux² bradpitt mireilleenos abigailhargrove release in the year 2013 lang en mediumLength
127585,X-Men: Days of Future Past,"the ultimate x-men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future. bryansinger action adventure fantasy sciencefiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture twentiethcenturyfoxfilmcorporation ""donnerscompany"" marvelentertainment badhatharryproductions tsgentertainment downproductions revolutionsunstudios hughjackman jamesmcavoy michaelfassbender release in the year 2014 lang en mediumLength"
54138,Star Trek Into Darkness,when the crew of the enterprise is called back home  they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for  leaving our world in a state of crisis.  with a personal score to settle  captain kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. as our heroes are propelled into an epic chess game of life and death  love will be challenged  friendships will be torn apart  and sacrifices must be made for the only family kirk has left: his crew. j.j.abrams action adventure sciencefiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d paramountpictures skydanceproductions badrobot kurtzman/orci chrispine zacharyquinto zoesaldana release in the year 2013 lang en mediumLength
81005,Jack the Giant Slayer,the story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. unleashed on the earth for the first time in centuries  the giants strive to reclaim the land they once lost  forcing the young man  jack into the battle of his life to stop them. fighting for a kingdom  its people  and the love of a brave princess  he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself. bryansinger action family fantasy basedonfairytale giant newlinecinema originalfilm legendarypictures warnerbros. bigkidpictures badhatharryproductions nicholashoult eleanortomlinson ewanmcgregor release in the year 2013 lang en mediumLength
64682,The Great Gatsby,an adaptation of f. scott fitzgeralds long island-set novel  where midwesterner nick carraway is lured into the lavish world of his neighbor  jay gatsby. soon enough  however  carraway will see through the cracks of gatsbys nouveau riche existence  where obsession  madness  and tragedy await. bazluhrmann drama romance basedonnovel infidelity obsession hope 3d villageroadshowpictures bazmarkfilms warnerbros. a&etelevisionnetworks redwagonentertainment spectrumfilms leonardodicaprio tobeymaguire careymulligan release in the year 2013 lang en mediumLength
9543,Prince of Persia: The Sands of Time,a rogue prince reluctantly joins forces with a mysterious princess and together  they race against dark forces to safeguard an ancient dagger capable of releasing the sands of time – gift from the gods that can reverse time and allow its possessor to rule the world. mikenewell adventure fantasy action romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame waltdisneypictures jerrybruckheimerfilms jakegyllenhaal gemmaarterton benkingsley release in the year 2010 lang en mediumLength
68726,Pacific Rim,when legions of monstrous creatures  known as kaiju  started rising from the sea  a war began that would take millions of lives and consume humanitys resources for years on end. to combat the giant kaiju  a special type of weapon was devised: massive robots  called jaegers  which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. but even the jaegers are proving nearly defenseless in the face of the relentless kaiju. on the verge of defeat  the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot charlie hunnam and an untested trainee rinko kikuchi—who are teamed to drive a legendary but seemingly obsolete jaeger from the past. together  they stand as mankinds last hope against the mounting apocalypse. guillermodeltoro action sciencefiction adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d legendarypictures warnerbros. disneydoubledareyouddy indochinaproductions idriselba charliehunnam charlieday release in the year 2013 lang en mediumLength
38356,Transformers: Dark of the Moon,sam witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of autobot-leader optimus prime. the film centers around the space race between the ussr and the usa  suggesting there was a hidden transformers role in it all that remains one of the planets most dangerous secrets. michaelbay action sciencefiction adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger paramountpictures dibonaventurapictures indochinaproductions hasbrostudios shialabeouf johnmalkovich kenjeong release in the year 2011 lang en longMovie
217,Indiana Jones and the Kingdom of the Crystal Skull,set during the cold war  the soviets – led by sword-wielding irina spalko – are in search of a crystal skull which has supernatural powers related to a mystical lost city of gold. after being captured and then escaping from them  indy is coerced to head to peru at the behest of a young man whose friend – and indys colleague – professor oxley has been captured for his knowledge of the skulls whereabouts. stevenspielberg adventure action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology\xa0 lucasfilm paramountpictures harrisonford cateblanchett shialabeouf release in the year 2008 lang en mediumLength
105864,The Good Dinosaur,an epic journey into the world of dinosaurs where an apatosaurus named arlo makes an unlikely human friend. petersohn adventure animation family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey waltdisneypictures pixaranimationstudios raymondochoa jackbright jeffreywright release in the year 2015 lang en mediumLength
